,Title,Model,Fuel,Engine,Transmission_type,Location,Price
18212,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18213,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18214,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18215,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18216,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18217,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18218,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18219,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18220,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18221,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18222,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18223,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18224,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18225,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18226,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18227,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18228,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18229,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18230,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18231,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18232,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18233,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18234,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18235,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18236,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18237,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18238,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18239,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18240,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18241,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18242,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18243,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18244,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18245,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18246,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18247,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18248,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18249,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18250,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18251,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18252,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18253,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18254,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18255,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18256,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18257,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18258,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18259,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18260,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18261,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18262,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18263,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18264,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18265,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18266,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18267,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18268,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18269,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18270,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18271,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18272,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18273,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18274,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18275,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18276,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18277,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18278,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18279,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18280,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18281,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18282,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18283,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18284,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18285,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18286,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18287,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18288,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18289,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18290,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18291,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18292,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18293,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18294,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18295,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18296,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18297,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18298,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18299,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18300,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18301,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18302,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18303,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18304,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18305,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18306,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18307,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18308,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18309,Toyota Prius  2008 EX 1.5 for Sale,2008,Petrol,1500 cc,Automatic,Lahore,PKR 21.5 lacs
18310,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18311,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18312,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18313,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18314,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18315,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18316,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18317,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18318,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18319,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18320,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18321,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18322,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18323,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18324,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18325,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18326,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18327,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18328,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18329,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18330,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18331,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18332,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18333,Toyota Prius  2008 EX 1.5 for Sale,2008,Petrol,1500 cc,Automatic,Lahore,PKR 21.5 lacs
18334,Suzuki Mehran  2014 VX Euro II for Sale,2014,Petrol,800 cc,Manual,Lahore,PKR 7.5 lacs
18335,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18336,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18337,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18338,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18339,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18340,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18341,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18342,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18343,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18344,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18345,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18346,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18347,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18348,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18349,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18350,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18351,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18352,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18353,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18354,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18355,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18356,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18357,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18358,Toyota Prius  2008 EX 1.5 for Sale,2008,Petrol,1500 cc,Automatic,Lahore,PKR 21.5 lacs
18359,Suzuki Mehran  2014 VX Euro II for Sale,2014,Petrol,800 cc,Manual,Lahore,PKR 7.5 lacs
18360,Suzuki Every Wagon  2014 PZ Turbo Special for ...,2014,Petrol,660 cc,Automatic,Lala musa,PKR 14.25 lacs
18361,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18362,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18363,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18364,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18365,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18366,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18367,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18368,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18369,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18370,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18371,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18372,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18373,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18374,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18375,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18376,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18377,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18378,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18379,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18380,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18381,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18382,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18383,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18384,Toyota Prius  2008 EX 1.5 for Sale,2008,Petrol,1500 cc,Automatic,Lahore,PKR 21.5 lacs
18385,Suzuki Mehran  2014 VX Euro II for Sale,2014,Petrol,800 cc,Manual,Lahore,PKR 7.5 lacs
18386,Suzuki Every Wagon  2014 PZ Turbo Special for ...,2014,Petrol,660 cc,Automatic,Lala musa,PKR 14.25 lacs
18387,Suzuki Cultus  2018 VXL for Sale,2018,Petrol,1000 cc,Manual,Rawalpindi,PKR 20.5 lacs
18388,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18389,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18390,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18391,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18392,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18393,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18394,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18395,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18396,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18397,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18398,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18399,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18400,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18401,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18402,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18403,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18404,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18405,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18406,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
18407,Suzuki Alto  2007 VXR for Sale,2007,Petrol,1000 cc,Manual,Faisalabad,PKR 6.35 lacs
18408,Toyota Fortuner  2021 2.8 Sigma 4 for Sale,2021,Diesel,2800 cc,Automatic,Karachi,PKR 1.18 crore
18409,Suzuki Cultus  2018 VXR for Sale,2018,Petrol,1000 cc,Manual,Lahore,PKR 19.5 lacs
18410,Suzuki Mehran  2019 VXR Euro II for Sale,2019,Petrol,800 cc,Manual,Taxila,PKR 11.5 lacs
18411,Toyota Prius  2008 EX 1.5 for Sale,2008,Petrol,1500 cc,Automatic,Lahore,PKR 21.5 lacs
18412,Suzuki Mehran  2014 VX Euro II for Sale,2014,Petrol,800 cc,Manual,Lahore,PKR 7.5 lacs
18413,Suzuki Every Wagon  2014 PZ Turbo Special for ...,2014,Petrol,660 cc,Automatic,Lala musa,PKR 14.25 lacs
18414,Suzuki Cultus  2018 VXL for Sale,2018,Petrol,1000 cc,Manual,Rawalpindi,PKR 20.5 lacs
18415,Suzuki Cultus  2008 VXRi for Sale,2008,Petrol,1000 cc,Manual,Sialkot,PKR 8.75 lacs
18416,Honda Civic  2017 Oriel 1.8 i-VTEC CVT for Sale,2017,Petrol,1800 cc,Automatic,Lahore,PKR 35.45 lacs
18417,Toyota Land Cruiser 100 Series 2002  for Sale,2002,Petrol,4700 cc,Automatic,Islamabad,PKR 70 lacs
18418,Nissan Safari  2000  for Sale,2000,Petrol,1000 cc,Automatic,Islamabad,PKR 60 lacs
18419,Suzuki Wagon R  2016 VXL for Sale,2016,Petrol,1000 cc,Manual,Lahore,PKR 15 lacs
18420,Mitsubishi Pajero  2008  for Sale,2008,Diesel,3200 cc,Automatic,Islamabad,PKR 70 lacs
18421,Toyota Corolla  2015 Altis Automatic 1.6 for Sale,2015,Petrol,1600 cc,Automatic,Rawalpindi,PKR 27.75 lacs
18422,Toyota Crown  2004  for Sale,2004,Petrol,3000 cc,Automatic,Karachi,PKR 50 lacs
18423,Toyota Prado  2010 TX 2.7 for Sale,2010,Petrol,2700 cc,Automatic,Karachi,PKR 1 crore
18424,Toyota Aqua  2014 S for Sale,2014,Hybrid,1500 cc,Automatic,Karachi,PKR 26 lacs
18425,Toyota Corolla  2008 GLi 1.3 VVTi for Sale,2008,Petrol,1300 cc,Manual,Karachi,PKR 13.8 lacs
18426,Honda City  2014 Aspire Prosmatec 1.5 i-VTEC f...,2014,Petrol,1500 cc,Automatic,Lahore,PKR 22.95 lacs
18427,Toyota Prado 120 Series 2006 TZ 4.0 for Sale,2006,Petrol,4000 cc,Automatic,Islamabad,Call
18428,Toyota Corolla 9th Generation 2006 Altis 1.8 f...,2006,Petrol,1800 cc,Manual,Lahore,PKR 14.5 lacs
18429,Nissan Clipper  2018 E Four Special Pack for Sale,2018,Petrol,660 cc,Manual,Hafizabad,PKR 11.5 lacs
18430,Toyota Corolla  2010 XLi VVTi for Sale,2010,Petrol,1300 cc,Manual,Faisalabad,PKR 16.5 lacs
18431,Toyota Corolla  2012 Altis Cruisetronic 1.6 fo...,2012,Petrol,1600 cc,Automatic,Karachi,PKR 22.5 lacs
18432,Toyota Vitz  2007 RS 1.3 for Sale,2007,Petrol,1300 cc,Automatic,Rawalpindi,PKR 21 lacs
18433,Honda Civic  2022 Oriel 1.8 i-VTEC CVT for Sale,2022,Petrol,1800 cc,Automatic,Rawalpindi,Call
18434,Suzuki Alto  2016  for Sale,2016,Petrol,660 cc,Automatic,Peshawar,PKR 18 lacs
